evaluation,score_current,score_best
0,193.20746591880715,193.20746591880715
1,262.4045815659342,262.4045815659342
2,262.4045815659342,262.4045815659342
3,262.4045815659342,262.4045815659342
4,262.4045815659342,262.4045815659342
5,262.4045815659342,262.4045815659342
6,262.4045815659342,262.4045815659342
7,262.4045815659342,262.4045815659342
8,262.4045815659342,262.4045815659342
9,262.4045815659342,262.4045815659342
10,262.4045815659342,262.4045815659342
11,262.4045815659342,262.4045815659342
12,262.4045815659342,262.4045815659342
13,262.4045815659342,262.4045815659342
14,262.4045815659342,262.4045815659342
15,262.4045815659342,262.4045815659342
16,262.4045815659342,262.4045815659342
17,262.4045815659342,262.4045815659342
18,262.4045815659342,262.4045815659342
19,262.4045815659342,262.4045815659342
20,262.4045815659342,262.4045815659342
21,262.4045815659342,262.4045815659342
22,262.4045815659342,262.4045815659342
23,262.4045815659342,262.4045815659342
24,262.4045815659342,262.4045815659342
25,262.4045815659342,262.4045815659342
26,262.4045815659342,262.4045815659342
27,262.4045815659342,262.4045815659342
28,262.4045815659342,312.9989422234621
29,262.4045815659342,312.9989422234621
30,262.4045815659342,312.9989422234621
31,262.4045815659342,312.9989422234621
32,262.4045815659342,312.9989422234621
33,262.4045815659342,312.9989422234621
34,262.4045815659342,312.9989422234621
35,262.4045815659342,312.9989422234621
36,262.4045815659342,312.9989422234621
37,262.4045815659342,312.9989422234621
38,262.4045815659342,312.9989422234621
39,262.4045815659342,312.9989422234621
40,262.4045815659342,314.7946584893547
41,262.4045815659342,314.7946584893547
42,262.4045815659342,314.7946584893547
43,262.4045815659342,314.7946584893547
44,262.4045815659342,314.7946584893547
45,314.7946584893547,314.7946584893547
46,314.7946584893547,314.7946584893547
47,314.7946584893547,314.7946584893547
48,314.7946584893547,314.7946584893547
49,314.7946584893547,314.7946584893547
50,314.7946584893547,319.9317925897925
51,314.7946584893547,319.9317925897925
52,314.7946584893547,319.9317925897925
53,314.7946584893547,319.9317925897925
54,314.7946584893547,319.9317925897925
55,314.7946584893547,319.9317925897925
56,314.7946584893547,319.9317925897925
57,314.7946584893547,319.9317925897925
58,314.7946584893547,319.9317925897925
59,314.7946584893547,319.9317925897925
60,314.7946584893547,319.9317925897925
61,314.7946584893547,319.9317925897925
62,314.7946584893547,319.9317925897925
63,314.7946584893547,319.9317925897925
64,314.7946584893547,319.9317925897925
65,319.9317925897925,319.9317925897925
66,319.9317925897925,321.28764389992966
67,319.9317925897925,321.28764389992966
68,319.9317925897925,321.28764389992966
69,319.9317925897925,321.28764389992966
70,319.9317925897925,321.28764389992966
71,319.9317925897925,331.8188456502438
72,319.9317925897925,331.8188456502438
73,319.9317925897925,331.8188456502438
74,319.9317925897925,331.8188456502438
75,319.9317925897925,331.8188456502438
76,319.9317925897925,331.8188456502438
77,319.9317925897925,331.8188456502438
78,319.9317925897925,331.8427515160643
79,319.9317925897925,331.8427515160643
80,319.9317925897925,331.8427515160643
81,319.9317925897925,331.8427515160643
82,319.9317925897925,331.8427515160643
83,319.9317925897925,331.8427515160643
84,319.9317925897925,331.8427515160643
85,331.8427515160643,331.8427515160643
86,331.8427515160643,331.8427515160643
87,331.8427515160643,331.8427515160643
88,331.8427515160643,331.8427515160643
89,331.8427515160643,331.8427515160643
90,331.8427515160643,331.8427515160643
91,331.8427515160643,331.8427515160643
92,331.8427515160643,331.8427515160643
93,331.8427515160643,331.8427515160643
94,331.8427515160643,331.8427515160643
95,331.8427515160643,331.8427515160643
96,331.8427515160643,331.8427515160643
97,331.8427515160643,331.8427515160643
98,331.8427515160643,331.8427515160643
99,331.8427515160643,331.8427515160643
100,331.8427515160643,331.8427515160643
101,331.8427515160643,331.8427515160643
102,331.8427515160643,331.8427515160643
103,331.8427515160643,331.8427515160643
104,331.8427515160643,331.8427515160643
105,331.8427515160643,331.8427515160643
106,331.8427515160643,331.8427515160643
107,331.8427515160643,331.8427515160643
108,331.8427515160643,331.8427515160643
109,331.8427515160643,331.8427515160643
110,331.8427515160643,331.8427515160643
111,331.8427515160643,331.8427515160643
112,331.8427515160643,331.8427515160643
113,331.8427515160643,331.8427515160643
114,331.8427515160643,331.8427515160643
115,331.8427515160643,331.8427515160643
116,331.8427515160643,331.8427515160643
117,331.8427515160643,331.8427515160643
118,331.8427515160643,331.8427515160643
119,331.8427515160643,331.8427515160643
120,331.8427515160643,331.8427515160643
121,331.8427515160643,331.8427515160643
122,331.8427515160643,331.8427515160643
123,331.8427515160643,331.8427515160643
124,331.8427515160643,334.1980481901487
125,334.1980481901487,334.1980481901487
126,334.1980481901487,334.1980481901487
127,334.1980481901487,334.1980481901487
128,334.1980481901487,334.1980481901487
129,334.1980481901487,334.1980481901487
130,334.1980481901487,334.1980481901487
131,334.1980481901487,334.1980481901487
132,334.1980481901487,334.1980481901487
133,334.1980481901487,334.1980481901487
134,334.1980481901487,334.1980481901487
135,334.1980481901487,334.1980481901487
136,334.1980481901487,334.1980481901487
137,334.1980481901487,334.1980481901487
138,334.1980481901487,363.39805480203154
139,334.1980481901487,363.39805480203154
140,334.1980481901487,363.39805480203154
141,334.1980481901487,363.39805480203154
142,334.1980481901487,363.39805480203154
143,334.1980481901487,363.39805480203154
144,334.1980481901487,363.39805480203154
145,363.39805480203154,363.39805480203154
146,363.39805480203154,363.39805480203154
147,363.39805480203154,363.39805480203154
148,363.39805480203154,363.39805480203154
149,363.39805480203154,363.39805480203154
150,363.39805480203154,363.39805480203154
151,363.39805480203154,363.39805480203154
152,363.39805480203154,363.39805480203154
153,363.39805480203154,363.39805480203154
154,363.39805480203154,363.39805480203154
155,363.39805480203154,363.39805480203154
156,363.39805480203154,363.39805480203154
157,363.39805480203154,363.39805480203154
158,363.39805480203154,363.39805480203154
159,363.39805480203154,363.39805480203154
160,363.39805480203154,363.39805480203154
161,363.39805480203154,363.39805480203154
162,363.39805480203154,363.39805480203154
163,363.39805480203154,363.39805480203154
164,363.39805480203154,363.39805480203154
165,363.39805480203154,363.39805480203154
166,363.39805480203154,363.39805480203154
167,363.39805480203154,363.39805480203154
168,363.39805480203154,363.39805480203154
169,363.39805480203154,363.39805480203154
170,363.39805480203154,363.39805480203154
171,363.39805480203154,363.39805480203154
172,363.39805480203154,363.39805480203154
173,363.39805480203154,363.39805480203154
174,363.39805480203154,363.39805480203154
175,363.39805480203154,363.39805480203154
176,363.39805480203154,363.39805480203154
177,363.39805480203154,363.39805480203154
178,363.39805480203154,363.39805480203154
179,363.39805480203154,363.39805480203154
180,363.39805480203154,363.39805480203154
181,363.39805480203154,363.39805480203154
182,363.39805480203154,363.39805480203154
183,363.39805480203154,363.39805480203154
184,363.39805480203154,363.39805480203154
185,363.39805480203154,363.39805480203154
186,363.39805480203154,363.39805480203154
187,363.39805480203154,363.39805480203154
188,363.39805480203154,363.39805480203154
189,363.39805480203154,363.39805480203154
190,363.39805480203154,363.39805480203154
191,363.39805480203154,363.39805480203154
192,363.39805480203154,363.39805480203154
193,363.39805480203154,363.39805480203154
194,363.39805480203154,363.39805480203154
195,363.39805480203154,363.39805480203154
196,363.39805480203154,363.39805480203154
197,363.39805480203154,363.39805480203154
198,363.39805480203154,363.39805480203154
199,363.39805480203154,363.39805480203154
200,363.39805480203154,363.39805480203154
201,363.39805480203154,363.39805480203154
202,363.39805480203154,363.39805480203154
203,363.39805480203154,363.39805480203154
204,363.39805480203154,363.39805480203154
205,363.39805480203154,363.39805480203154
206,363.39805480203154,363.39805480203154
207,363.39805480203154,363.39805480203154
208,363.39805480203154,363.39805480203154
209,363.39805480203154,363.39805480203154
210,363.39805480203154,363.39805480203154
211,363.39805480203154,363.39805480203154
212,363.39805480203154,363.39805480203154
213,363.39805480203154,363.39805480203154
214,363.39805480203154,363.39805480203154
215,363.39805480203154,363.39805480203154
216,363.39805480203154,363.39805480203154
217,363.39805480203154,363.39805480203154
218,363.39805480203154,363.39805480203154
219,363.39805480203154,363.39805480203154
220,363.39805480203154,363.39805480203154
221,363.39805480203154,363.39805480203154
222,363.39805480203154,363.39805480203154
223,363.39805480203154,363.39805480203154
224,363.39805480203154,363.39805480203154
225,363.39805480203154,363.39805480203154
226,363.39805480203154,363.39805480203154
227,363.39805480203154,363.39805480203154
228,363.39805480203154,363.39805480203154
