evaluation,score_current,score_best
0,4.470865883456738,4.470865883456738
1,68.54347403601881,68.54347403601881
2,79.20579221939984,79.20579221939984
3,34.76771570303929,79.20579221939984
4,7.4330543043384765,79.20579221939984
5,240.44869353758068,240.44869353758068
6,135.31125184725423,240.44869353758068
7,34.62521749720719,240.44869353758068
8,57.49566354712479,240.44869353758068
9,105.86158767785119,240.44869353758068
10,86.72301105040418,240.44869353758068
11,0.6684697638263579,240.44869353758068
12,369.45640954017216,369.45640954017216
13,212.90278723834456,369.45640954017216
14,53.98554448424575,369.45640954017216
15,0.0,369.45640954017216
16,0.0,369.45640954017216
17,52.17026217278928,369.45640954017216
18,0.0,369.45640954017216
19,0.0,369.45640954017216
20,49.50362013712471,369.45640954017216
21,0.0,369.45640954017216
22,0.0,369.45640954017216
23,47.21883766925721,369.45640954017216
24,157.7482876943475,369.45640954017216
25,89.8245884868137,369.45640954017216
26,8.699011899858426,369.45640954017216
27,9.569004890220336,369.45640954017216
28,193.77388909669332,369.45640954017216
29,150.964387836799,369.45640954017216
30,4.4823949500471745,369.45640954017216
31,234.89120560270266,369.45640954017216
32,84.21373656645031,369.45640954017216
33,244.65869116926086,369.45640954017216
34,8.080422581703413,369.45640954017216
35,73.29999070619533,369.45640954017216
36,222.62203767884665,369.45640954017216
37,81.56957702433098,369.45640954017216
38,0.0,369.45640954017216
39,51.02680844903624,369.45640954017216
40,284.4752098084285,369.45640954017216
41,41.107808578868266,369.45640954017216
42,155.6483035748658,369.45640954017216
43,585.8372019113128,585.8372019113128
44,222.29249954716914,585.8372019113128
45,254.054698283632,585.8372019113128
46,198.38796629466435,585.8372019113128
47,83.77535715513407,585.8372019113128
48,0.0,585.8372019113128
49,0.0,585.8372019113128
50,789.8165136412442,789.8165136412442
51,34.77743368131226,789.8165136412442
52,820.1829052648155,820.1829052648155
53,33.511555423956565,820.1829052648155
54,63.21231494432827,820.1829052648155
55,215.9129101622711,820.1829052648155
56,32.73539644431434,820.1829052648155
57,33.863931896349875,820.1829052648155
58,0.0,820.1829052648155
59,51.14088140435692,820.1829052648155
60,245.04994659811217,820.1829052648155
61,106.02227732778785,820.1829052648155
62,204.4991234524156,820.1829052648155
63,321.7632035437466,820.1829052648155
64,67.56483493629155,820.1829052648155
65,221.1949845993659,820.1829052648155
66,0.0,820.1829052648155
67,44.17246104543425,820.1829052648155
68,236.93764325393812,820.1829052648155
69,203.427631761956,820.1829052648155
70,323.710611287194,820.1829052648155
71,35.83065362050995,820.1829052648155
72,43.00274746238425,820.1829052648155
73,154.0306584047931,820.1829052648155
74,4.471310726435661,820.1829052648155
75,7.236315388344728,820.1829052648155
76,80.70295510967166,820.1829052648155
77,229.55797148907598,820.1829052648155
78,51.09346174401826,820.1829052648155
79,40.29417207261589,820.1829052648155
80,237.6734906931028,820.1829052648155
81,49.19054627034593,820.1829052648155
82,288.8945146745304,820.1829052648155
83,54.6694451991153,820.1829052648155
84,561.6888768465666,820.1829052648155
85,55.596373384770935,820.1829052648155
86,0.0,820.1829052648155
87,212.8146591409502,820.1829052648155
88,92.06361878774479,820.1829052648155
89,0.0,820.1829052648155
90,54.4542224573963,820.1829052648155
91,0.0,820.1829052648155
92,138.8469484971857,820.1829052648155
93,44.09826450615638,820.1829052648155
94,72.26735596520082,820.1829052648155
95,0.0,820.1829052648155
96,205.21692185469226,820.1829052648155
97,108.93511654856725,820.1829052648155
98,64.62921053396578,820.1829052648155
99,159.32321355213375,820.1829052648155
100,38.59196213721382,820.1829052648155
101,233.84915017388522,820.1829052648155
102,3.886626529922875,820.1829052648155
103,105.86158767785145,820.1829052648155
104,0.0,820.1829052648155
105,83.77535715513439,820.1829052648155
106,232.3230351239887,820.1829052648155
107,223.57516658115208,820.1829052648155
108,284.5206959854153,820.1829052648155
109,81.49057468726684,820.1829052648155
110,5.244885717940706,820.1829052648155
111,246.22012620691544,820.1829052648155
112,146.12775165436028,820.1829052648155
113,36.71691825086101,820.1829052648155
114,31.74874068710745,820.1829052648155
115,83.77535715513424,820.1829052648155
116,7.233752420078373,820.1829052648155
117,221.64696711865486,820.1829052648155
118,4.6323915505163225,820.1829052648155
119,0.0,820.1829052648155
120,0.7959323371723952,820.1829052648155
121,235.10197272156978,820.1829052648155
122,33.31804181638479,820.1829052648155
123,0.0,820.1829052648155
124,229.4000567409886,820.1829052648155
125,79.32108149928186,820.1829052648155
126,0.0,820.1829052648155
127,0.0,820.1829052648155
128,53.29412989935054,820.1829052648155
129,266.91707834709007,820.1829052648155
130,76.35614979591939,820.1829052648155
131,41.05411102629148,820.1829052648155
132,307.2856236126961,820.1829052648155
133,0.0,820.1829052648155
134,90.12158739117082,820.1829052648155
135,48.3408543289807,820.1829052648155
136,269.0324428373377,820.1829052648155
137,229.48489564088166,820.1829052648155
138,511.24202082782347,820.1829052648155
139,4.073093789590724,820.1829052648155
140,211.82920626581745,820.1829052648155
141,126.62446487080378,820.1829052648155
142,111.24345091257871,820.1829052648155
143,0.0,820.1829052648155
144,43.591527915186276,820.1829052648155
145,378.43988060181334,820.1829052648155
146,0.0,820.1829052648155
147,0.0,820.1829052648155
148,0.0,820.1829052648155
149,73.99160882704325,820.1829052648155
150,235.14608734638966,820.1829052648155
151,0.0,820.1829052648155
152,272.6377685100307,820.1829052648155
153,0.0,820.1829052648155
154,4.4855530296850175,820.1829052648155
155,38.393853964894994,820.1829052648155
156,50.129434163942506,820.1829052648155
157,53.81850312878589,820.1829052648155
158,3.944890805959064,820.1829052648155
159,148.86552503099696,820.1829052648155
160,195.1859908846878,820.1829052648155
161,223.4658167333613,820.1829052648155
162,0.0,820.1829052648155
163,4.7321647715265005,820.1829052648155
164,213.87001667709274,820.1829052648155
165,4.987539358329321,820.1829052648155
166,0.0,820.1829052648155
167,57.841654804549016,820.1829052648155
168,32.79017869357104,820.1829052648155
169,34.66237808690092,820.1829052648155
170,0.0,820.1829052648155
171,251.55376000427987,820.1829052648155
172,38.92728806898787,820.1829052648155
173,234.27317720770273,820.1829052648155
174,219.04068754970257,820.1829052648155
175,248.54543555202633,820.1829052648155
176,1.0178579010822317,820.1829052648155
177,105.75044728907429,820.1829052648155
178,0.0,820.1829052648155
179,59.40434416454963,820.1829052648155
180,33.562620862881154,820.1829052648155
181,32.12259842192097,820.1829052648155
182,260.6616751996771,820.1829052648155
183,225.0501981463734,820.1829052648155
184,53.02151690416996,820.1829052648155
185,210.55124723460557,820.1829052648155
186,114.37703289521198,820.1829052648155
187,4.900131254343054,820.1829052648155
188,33.45962353436113,820.1829052648155
189,0.0,820.1829052648155
190,115.51261618306197,820.1829052648155
191,272.3076229041745,820.1829052648155
192,0.0,820.1829052648155
193,0.0,820.1829052648155
194,0.0,820.1829052648155
195,5.8055134092429626,820.1829052648155
196,44.44464211266557,820.1829052648155
197,0.0,820.1829052648155
198,34.677727863068085,820.1829052648155
199,33.85057068719873,820.1829052648155
200,97.28120365269827,820.1829052648155
201,33.00039254859142,820.1829052648155
202,313.61227409016004,820.1829052648155
203,250.96650816077573,820.1829052648155
204,0.0,820.1829052648155
205,213.57307722239966,820.1829052648155
206,0.0,820.1829052648155
207,519.4382139308216,820.1829052648155
208,42.45886276367125,820.1829052648155
209,84.81073781207145,820.1829052648155
210,36.3965186845501,820.1829052648155
211,274.702143004218,820.1829052648155
212,4.475606897053516,820.1829052648155
213,41.12046275560667,820.1829052648155
214,4.316695644875623,820.1829052648155
215,0.0,820.1829052648155
216,162.4455652245433,820.1829052648155
217,261.877341173061,820.1829052648155
218,32.793472593440335,820.1829052648155
219,204.26660141466976,820.1829052648155
220,155.14236674014361,820.1829052648155
221,0.0,820.1829052648155
222,206.2450383603371,820.1829052648155
223,0.0,820.1829052648155
224,252.99630764917137,820.1829052648155
225,83.55258079416072,820.1829052648155
226,61.70624583311178,820.1829052648155
227,91.17516264613725,820.1829052648155
228,102.52062364351347,820.1829052648155
229,42.756095901181965,820.1829052648155
230,83.77535715513409,820.1829052648155
231,279.1328430155545,820.1829052648155
232,306.90527748709303,820.1829052648155
233,186.09046228621042,820.1829052648155
234,0.0,820.1829052648155
235,227.19947472149136,820.1829052648155
236,40.30320625812281,820.1829052648155
237,0.0,820.1829052648155
